months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
373,55,398683,IN,250/500,500,1607.36,0,MALE,MD,sales,yachting,own-child,1/19/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,21,4,?,0,NO,60600,6060,12120,42420,Dodge,RAM,2007,Y
258,41,605100,IL,100/300,500,1042.25,0,MALE,Masters,exec-managerial,reading,unmarried,2/8/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Riverwood,0,3,NO,2,NO,81240,6770,20310,54160,Mercedes,C300,2008,Y
255,39,143109,OH,250/500,500,1453.95,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,1/7/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,17,3,YES,0,NO,29300,2930,5860,20510,Audi,A3,2010,N
37,31,230223,IL,500/1000,500,1969.63,0,FEMALE,MD,sales,skydiving,own-child,2/13/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbend,21,3,NO,1,YES,76450,6950,13900,55600,Dodge,RAM,1995,N
322,44,769602,IL,100/300,1000,1156.19,0,FEMALE,College,machine-op-inspct,cross-fit,husband,2/15/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbrook,20,3,YES,0,?,49400,9880,4940,34580,Jeep,Wrangler,2010,N
204,38,420815,IL,100/300,2000,1124.47,0,FEMALE,MD,tech-support,kayaking,wife,2/14/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,5,1,NO,0,?,90530,16460,16460,57610,Ford,F150,2003,N
76,31,973546,OH,500/1000,500,1493.5,5000000,FEMALE,Associate,priv-house-serv,movies,not-in-family,1/31/2015,Vehicle Theft,?,Minor Damage,WV,Northbrook,7,1,NO,2,NO,8030,1460,730,5840,Mercedes,E400,1995,N
193,40,608039,IL,100/300,500,1155.38,0,FEMALE,PhD,handlers-cleaners,movies,not-in-family,1/28/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Columbus,6,1,NO,0,YES,63900,6390,6390,51120,Accura,TL,2001,N
405,55,250162,IL,250/500,500,878.19,0,MALE,PhD,machine-op-inspct,golf,unmarried,3/1/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Northbend,2,4,YES,0,NO,38640,4830,4830,28980,Chevrolet,Tahoe,1997,N
435,58,786432,IN,100/300,2000,1145.85,0,MALE,JD,sales,movies,not-in-family,1/10/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,19,3,?,1,YES,41490,9220,4610,27660,Mercedes,E400,2004,N
54,35,445195,IN,100/300,500,1261.28,0,FEMALE,MD,protective-serv,hiking,unmarried,2/25/2015,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Springfield,21,3,YES,2,?,79090,14380,7190,57520,Nissan,Maxima,2012,N
144,35,938634,IL,100/300,500,1427.46,0,MALE,High School,machine-op-inspct,cross-fit,wife,1/30/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Springfield,3,3,?,0,?,87900,17580,8790,61530,Dodge,Neon,1995,N
92,32,482495,IL,500/1000,500,1592.41,0,MALE,Masters,prof-specialty,yachting,husband,2/6/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Columbus,22,1,?,2,YES,53400,5340,5340,42720,Jeep,Wrangler,1996,N
173,36,796005,OH,250/500,1000,1274.63,0,MALE,College,machine-op-inspct,basketball,unmarried,2/8/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,22,1,YES,2,NO,52030,9460,9460,33110,Accura,MDX,1995,N
436,60,910604,IN,250/500,500,1362.31,0,MALE,High School,prof-specialty,bungie-jumping,wife,1/13/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,16,1,NO,0,NO,82060,14920,7460,59680,Saab,93,2005,N
155,35,327488,OH,250/500,1000,919.37,0,FEMALE,Associate,protective-serv,hiking,not-in-family,1/18/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,0,1,?,0,?,48360,8060,8060,32240,Nissan,Maxima,1997,N
78,31,715202,OH,250/500,1000,1377.23,0,FEMALE,Masters,armed-forces,kayaking,unmarried,3/1/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Hillsdale,1,3,?,2,?,52290,5810,11620,34860,Nissan,Maxima,1997,N
440,57,648852,IL,100/300,1000,995.55,5000000,MALE,College,protective-serv,paintball,wife,2/2/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,19,3,YES,0,?,68200,12400,12400,43400,Jeep,Wrangler,2007,Y
264,43,516959,IL,100/300,500,1508.12,6000000,MALE,PhD,craft-repair,basketball,wife,1/20/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Columbus,0,3,?,2,NO,60750,13500,6750,40500,Jeep,Wrangler,2015,Y
66,30,984456,IN,500/1000,500,484.67,0,FEMALE,College,adm-clerical,paintball,wife,1/24/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Arlington,2,3,?,0,YES,65560,11920,11920,41720,Volkswagen,Passat,2015,Y
366,50,801331,IN,500/1000,1000,1561.41,0,FEMALE,High School,handlers-cleaners,basketball,husband,1/4/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,5,3,YES,1,NO,70290,12780,12780,44730,Mercedes,C300,2012,N
188,37,786103,OH,100/300,500,1457.21,0,FEMALE,JD,adm-clerical,hiking,own-child,1/17/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Columbus,6,1,?,2,YES,45000,5000,5000,35000,Suburu,Forrestor,2003,N
224,39,684193,IL,500/1000,1000,1128.71,0,FEMALE,JD,prof-specialty,sleeping,other-relative,2/4/2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,21,3,YES,2,?,61800,12360,6180,43260,Suburu,Impreza,2007,N
253,46,247505,IL,100/300,500,1358.2,0,FEMALE,MD,transport-moving,movies,husband,2/14/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,11,3,YES,0,NO,64570,5870,11740,46960,Jeep,Wrangler,2001,N
446,61,259792,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,reading,unmarried,1/7/2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Springfield,3,1,YES,2,YES,70500,7050,14100,49350,Suburu,Forrestor,2007,N
169,37,185124,IL,100/300,1000,936.19,0,MALE,JD,armed-forces,movies,other-relative,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbrook,4,3,?,2,YES,57900,17370,5790,34740,Audi,A5,2005,N
255,46,760700,IL,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,video-games,own-child,1/12/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,2,3,NO,1,NO,57860,5260,10520,42080,Volkswagen,Jetta,2011,N
209,39,362407,IN,100/300,500,1264.99,0,MALE,PhD,transport-moving,polo,husband,1/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,22,1,?,1,NO,37800,8400,4200,25200,Chevrolet,Silverado,1995,N
210,37,389525,OH,500/1000,500,1467.76,0,FEMALE,MD,tech-support,hiking,own-child,2/22/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbend,8,1,?,1,YES,63300,6330,6330,50640,Toyota,Highlander,2000,N
174,33,179538,IN,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,paintball,own-child,1/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbrook,14,3,YES,0,YES,44200,8840,4420,30940,Saab,93,1995,N
70,28,265437,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,yachting,husband,1/28/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Arlington,14,4,NO,1,YES,31680,3520,3520,24640,Toyota,Camry,2006,N
89,32,266247,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,kayaking,not-in-family,1/23/2015,Parked Car,?,Trivial Damage,WV,Northbrook,5,1,YES,1,?,100,10,20,70,Audi,A3,2002,N
458,61,921851,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,other-relative,2/25/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Columbus,18,1,NO,2,NO,56340,6260,6260,43820,Volkswagen,Passat,2003,N
239,40,488724,IN,100/300,500,1463.95,0,FEMALE,JD,sales,skydiving,own-child,2/11/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Springfield,20,3,?,0,YES,69740,6340,6340,57060,Dodge,Neon,2003,N
161,38,192524,IL,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,exercise,not-in-family,1/3/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,0,3,YES,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,2003,N
446,61,338070,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,wife,1/30/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Hillsdale,1,3,?,2,NO,80880,6740,13480,60660,Nissan,Ultima,2005,N
476,61,865607,IN,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,1/18/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,10,1,?,1,YES,49390,8980,4490,35920,Suburu,Legacy,2009,N
70,29,963285,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,other-relative,1/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,12,1,NO,0,?,69360,11560,11560,46240,Dodge,RAM,2009,N
233,41,728491,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,board-games,other-relative,1/20/2015,Vehicle Theft,?,Minor Damage,NY,Springfield,6,1,NO,0,?,3740,680,680,2380,Chevrolet,Malibu,2011,N
122,33,553436,IL,250/500,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,husband,2/12/2015,Parked Car,?,Trivial Damage,NY,Hillsdale,1,1,NO,0,NO,5060,460,920,3680,Nissan,Ultima,2003,N
335,48,440616,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,wife,2/19/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Columbus,21,3,NO,0,YES,35860,3260,6520,26080,BMW,X5,2005,Y
257,40,463237,IN,100/300,2000,1306,0,MALE,Associate,machine-op-inspct,cross-fit,husband,2/21/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,3,3,YES,2,?,50050,7700,3850,38500,Ford,Fusion,2008,Y
85,27,753452,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,dancing,unmarried,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,14,4,YES,0,NO,59070,10740,5370,42960,Toyota,Camry,2012,N
133,30,920554,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,board-games,husband,2/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,19,3,NO,1,?,28440,3160,3160,22120,Dodge,Neon,2007,N
119,34,594783,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,hiking,wife,1/8/2015,Single Vehicle Collision,Front Collision,Major Damage,OH,Springfield,7,1,YES,2,YES,45540,8280,8280,28980,Honda,Civic,1998,Y
169,34,725330,IN,100/300,500,1469.75,0,FEMALE,JD,sales,reading,not-in-family,1/16/2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Arlington,0,1,?,0,YES,38700,7740,3870,27090,Volkswagen,Passat,2012,N
225,39,607259,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,other-relative,2/20/2015,Parked Car,?,Trivial Damage,SC,Northbrook,6,1,YES,2,YES,5830,1060,530,4240,Nissan,Pathfinder,2011,N
84,32,979336,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,husband,1/30/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,0,1,YES,0,?,57240,4770,9540,42930,BMW,X6,1995,Y
169,39,865201,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,exercise,husband,1/19/2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,9,3,YES,0,NO,46200,4200,8400,33600,Suburu,Legacy,2015,N
124,32,140977,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,wife,2/25/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,23,1,YES,0,NO,57700,5770,5770,46160,Toyota,Camry,2003,N
320,48,787351,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,1/24/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,13,3,NO,2,NO,56160,4680,9360,42120,Saab,95,1995,N
297,47,272330,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,movies,unmarried,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,0,3,?,0,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N
421,56,728025,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,1/12/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,7,1,?,2,?,92730,16860,8430,67440,Mercedes,E400,2004,Y
136,33,804608,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,1/4/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbrook,23,1,YES,0,YES,30700,3070,6140,21490,Toyota,Corolla,2015,N
46,24,718829,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,unmarried,2/2/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Northbrook,7,1,NO,2,?,56600,11320,5660,39620,Toyota,Camry,1999,N
34,24,482404,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,2/1/2015,Parked Car,?,Trivial Damage,VA,Hillsdale,20,1,YES,0,?,3960,660,660,2640,Audi,A3,1998,N
95,30,331170,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,video-games,unmarried,2/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,22,1,YES,0,?,34800,3480,6960,24360,Accura,MDX,1999,N
140,36,753056,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,2/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,10,3,?,2,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N
200,34,910365,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,1/22/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Arlington,10,1,?,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,N
123,29,379268,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,not-in-family,1/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,17,1,YES,1,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,Y
267,46,362843,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,unmarried,2/3/2015,Parked Car,?,Trivial Damage,WV,Arlington,3,1,YES,2,YES,4950,900,450,3600,Toyota,Camry,1995,N
290,42,135400,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,1/20/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,10,1,NO,0,NO,48000,4800,9600,33600,Saab,95,2013,N
45,37,798579,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,1/1/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,1,1,YES,0,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N
186,38,250833,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,1,3,NO,2,?,73800,12300,12300,49200,Audi,A3,1995,N
135,34,824116,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,1/23/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,7,1,?,1,NO,78200,15640,7820,54740,Audi,A3,2009,N
110,33,322613,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,1/26/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Northbend,19,1,?,2,NO,55200,13800,9200,32200,Saab,93,2015,Y
259,43,871305,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,own-child,1/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,3,3,NO,0,YES,57060,6340,6340,44380,Ford,Fusion,2012,N
114,30,488037,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,husband,2/25/2015,Vehicle Theft,?,Minor Damage,WV,Arlington,3,1,NO,0,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N
404,56,485813,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,1/15/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,23,1,NO,2,YES,53100,5310,5310,42480,Accura,MDX,2005,Y
282,48,886473,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,husband,2/9/2015,Vehicle Theft,?,Minor Damage,WV,Springfield,7,1,?,1,NO,3520,640,320,2560,Accura,MDX,2013,N
57,25,907113,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,1/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,0,3,NO,0,YES,72900,14580,14580,43740,Nissan,Maxima,2010,N
215,38,833321,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,2/1/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,10,1,?,0,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,N
140,30,521592,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,wife,2/10/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Columbus,4,4,?,0,?,60170,5470,10940,43760,Nissan,Pathfinder,2006,N
250,42,254837,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,paintball,husband,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,16,1,?,1,?,74800,13600,6800,54400,Ford,Fusion,2009,Y
286,41,634499,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,paintball,wife,1/1/2015,Vehicle Theft,?,Trivial Damage,WV,Northbend,3,1,YES,2,?,4100,820,410,2870,Chevrolet,Malibu,2009,N
356,47,574707,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,camping,husband,2/23/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Columbus,5,1,YES,0,?,61490,5590,11180,44720,Dodge,RAM,2009,N
65,29,476839,IL,250/500,1000,1726.91,0,MALE,High School,other-service,basketball,own-child,1/28/2015,Vehicle Theft,?,Trivial Damage,VA,Hillsdale,14,1,?,0,?,7200,720,1440,5040,Audi,A5,1999,N
187,34,149601,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,2/22/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Arlington,7,3,?,0,?,45100,8200,4100,32800,Nissan,Pathfinder,2011,N
386,53,630683,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,camping,not-in-family,1/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbend,16,1,?,2,YES,66660,12120,6060,48480,Honda,Civic,2006,N
197,41,500639,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,1/10/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,6,1,NO,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y
166,37,352120,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,not-in-family,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,10,1,YES,1,NO,58300,10600,10600,37100,Ford,F150,2001,N
293,49,569245,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,1/10/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,19,1,?,1,?,57310,5210,10420,41680,Volkswagen,Passat,2002,N
179,32,907012,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,1/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,10,1,?,0,?,53100,5900,5900,41300,Suburu,Impreza,2006,N
76,24,700074,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,husband,2/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,6,3,NO,1,?,74700,14940,7470,52290,Suburu,Forrestor,1997,N
105,28,866805,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,own-child,1/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,12,3,NO,2,NO,60500,12100,6050,42350,Audi,A5,1995,N
97,26,951863,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,1/20/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Riverwood,10,3,YES,2,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y
148,36,211578,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,1/10/2015,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbrook,0,1,NO,2,NO,61050,5550,11100,44400,Dodge,Neon,2009,N
77,26,357394,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,1/7/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,12,3,YES,2,?,69080,12560,6280,50240,Audi,A5,2009,Y
295,46,863749,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,own-child,1/16/2015,Vehicle Theft,?,Minor Damage,VA,Arlington,10,1,YES,1,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N
126,28,596914,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,1/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,3,4,NO,0,?,67800,11300,11300,45200,Ford,F150,2011,N
132,32,684653,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,wife,1/7/2015,Vehicle Theft,?,Minor Damage,SC,Riverwood,21,1,YES,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N
370,55,528259,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,2/17/2015,Vehicle Theft,?,Minor Damage,NC,Northbrook,6,1,?,0,?,9000,900,1800,6300,Mercedes,ML350,2015,N
257,43,797636,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,2/26/2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Northbend,0,1,NO,0,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N
9,24,326180,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,1/31/2015,Vehicle Theft,?,Trivial Damage,NC,Arlington,6,1,NO,0,YES,5940,540,1080,4320,Audi,A5,2001,Y
185,34,620075,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,2/27/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Arlington,20,3,YES,1,?,51370,9340,4670,37360,BMW,M5,2000,Y
234,43,965187,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,3/1/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,4,1,NO,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N
253,44,516182,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,2/13/2015,Parked Car,?,Trivial Damage,SC,Arlington,9,1,NO,0,?,5400,600,600,4200,Chevrolet,Malibu,1998,N
233,39,728839,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,20,3,?,1,YES,48870,5430,5430,38010,Saab,95,1999,N
274,44,771509,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,husband,2/5/2015,Vehicle Theft,?,Minor Damage,WV,Springfield,7,1,NO,2,?,5590,860,860,3870,BMW,X5,2000,N
297,48,264221,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,2/20/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Springfield,18,3,?,0,?,54960,6870,0,48090,Toyota,Corolla,2002,Y
273,47,602704,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,1/24/2015,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,0,3,NO,1,?,39800,7960,3980,27860,Jeep,Wrangler,2014,N
147,37,672416,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,1/31/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,11,3,?,0,?,56160,6240,6240,43680,Ford,Fusion,2015,Y
285,42,545506,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,1/23/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,13,1,NO,0,?,52700,5270,10540,36890,Toyota,Corolla,2005,N
289,43,777533,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,1/11/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,19,3,YES,1,?,68580,7620,7620,53340,Jeep,Wrangler,2010,N
427,60,953334,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,2/20/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,23,1,YES,1,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y
380,53,369781,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,2/24/2015,Parked Car,?,Trivial Damage,NC,Northbend,23,1,NO,0,NO,5700,570,570,4560,Saab,93,2001,N
13,21,990998,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,1/19/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,19,3,YES,2,YES,94930,8630,8630,77670,Accura,RSX,2014,N
282,43,982678,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,1/8/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Northbend,19,1,NO,1,NO,46800,4680,9360,32760,Audi,A5,2007,Y
312,47,646069,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,17,3,NO,2,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N
266,46,331683,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,18,1,NO,1,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N
30,36,364055,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbrook,17,3,NO,2,?,57900,5790,5790,46320,Saab,95,2008,N
